gene_id	symbol	group	SRR30827752	SRR30827741	SRR30827730	SRR30827719	SRR30827778	SRR30827776	SRR30827775	SRR30827714	SRR30827713	SRR30827784	SRR30827783	SRR30827773	SRR30827772	SRR30827771	SRR30827770	SRR30827786	SRR30827785	SRR30827774	SRR30827763	SRR30827782	SRR30827781	SRR30827780	SRR30827779
ENSMUSG00000024875	Yif1a	zygotic set	-0.6316337362855245	-0.8798907604077503	-0.913922139016761	-0.7897448439344461	-1.1204039470711904	-0.1495733482675726	-0.1674393789380305	-0.710388677584553	-0.4675203943990242	-0.9458149269700377	-1.0350112797809459	1.8174620191557953	0.8985185090481015	0.5212643179331828	1.3353986111501985	-0.6142926101356636	-0.533665482927464	-0.5157789775719234	-0.6659187329019111	1.450676650326032	1.3210239462397977	1.2036753424537476	1.5929798398859432
ENSMUSG00000027581	Stmn3	zygotic set	-0.9517071688811998	-0.9543257146732822	-0.8180612980070353	-0.7455608295654584	-0.2940093400823801	-0.43699504103560216	0.19659717528054527	-0.8750471523687239	-1.0572019956483911	-0.7591013290003383	-0.924514968256916	1.6038311302078436	0.9860054124736304	0.4080369990966044	0.8301217135530067	-0.6780867555506456	-0.5830737796316875	-0.5686202664385125	-0.5358177608001453	1.5935035671528175	1.4330711222798915	1.4574178246588438	1.6735384552371317
ENSMUSG00000030155	Clec2e	zygotic set	-0.6729397914283183	-1.000315441331615	-0.8073378278612934	-0.8645020899536581	-0.42929378298822574	-0.6347882225552668	0.08609993552300278	-0.9104012712557533	-0.6904580656011005	-1.000315441331615	-0.8468528194442213	1.9600490463868265	1.0248960653220514	0.3469733773642982	1.2545450580820363	-0.7140008557672962	-0.3602015152254047	-0.8021911320527155	-0.3574799506361498	1.2929145544031317	1.189212841068264	1.2084019479907793	1.7279853812922419
ENSMUSG00000050917	Fgf4	zygotic set	-0.8988240675077414	-0.8524726785571846	-1.008993831485468	-1.008993831485468	0.11684109087412511	0.22288313964379322	0.7010136646808596	-1.008993831485468	-0.9053253169055664	-1.008993831485468	-1.008993831485468	1.1633548934366045	0.8408918702942738	0.39586662310190546	1.0107961143825013	-0.7885298939293366	-0.5738596498934779	-0.8301002033644984	-0.502018056837305	1.349537919635247	1.5739951017927152	1.573374218843041	1.4475443877373848
ENSMUSG00000063802	Hspbp1	zygotic set	-0.9146197974431719	-0.785935783391047	-0.9146197974431719	-0.9146197974431719	-0.43923424392709093	-0.45559438238137284	-0.6525267139569719	-0.7719817839028795	-0.7904474293687135	-0.6854369722021317	-0.5409741967509879	1.6692058492321349	1.0024008240409148	0.5217063753772235	0.7982473416893198	-0.9146197974431719	-0.5115699672508416	-0.371581053681001	-0.567034716700378	1.434034859459273	1.4159043450094728	1.6915505251980618	1.6977463132797017
ENSMUSG00000071716	Apol7e	zygotic set	-0.7311672909812839	-0.7311672909812839	-0.7311672909812839	-0.7311672909812839	-0.7311672909812839	-0.17762447046230317	-0.7311672909812839	-0.7311672909812839	-0.7311672909812839	-0.7311672909812839	-0.7311672909812839	1.1260842239086306	0.5619768864270185	-0.2619022132827965	0.5085218397172216	-0.5464244665821374	-0.40694120297556957	-0.12132966620873742	-0.7311672909812839	1.9503733302858217	1.5026291060789831	1.9835481905457615	1.9239286433422274
ENSMUSG00000074576	Mocs3	zygotic set	-0.8695368766864374	-0.8712933136341078	-0.9382318041309192	-0.7900284459404558	-0.3843836772634129	-0.3030868500838794	-0.5986940533724678	-0.5913547585403055	-0.8129449952571985	-0.8162168332541708	-0.9382318041309192	1.5252187577107972	1.0079763393056391	0.40206354822339624	0.8978639093433793	-0.7199128622844504	-0.49029660468124214	-0.5159864869233797	-0.5295993183762454	1.4701654981362295	1.3329360151161966	1.886219315550491	1.6473553011734625
ENSMUSG00000074796	Slc4a11	zygotic set	-0.6843983310375404	-1.0129822254465373	-1.1447998557667023	-0.8626193008448765	-0.07298343632462263	0.0030700320532715277	0.46172582417966557	-1.093822926647087	-1.0176037356317775	-1.1447998557667023	-0.8990265257703365	1.4240220501716856	0.9815367657672979	0.5305284472031225	0.945852525080463	-0.5481632556553927	-0.6497361800198949	-0.5415002994174575	-0.4301765844754534	1.1109299802745156	1.4211976233785208	1.7893092888352606	1.4344399758605788
ENSMUSG00000087640	Gm14798	zygotic set	-0.8143125216417577	-0.8399763643065253	-0.9418746549530247	-0.4959187079701378	-0.4340300743037349	-0.23113894308764119	0.5585443382300371	-0.8650317387857661	-0.9418746549530247	-0.8001375928736842	-0.9418746549530247	1.8147953363185854	0.23942398076759372	0.18184949442451517	0.8914305946614819	-0.9418746549530247	-0.6543347240227905	-0.47575513339115816	-0.45281649821867054	1.2648860860169286	1.883433781877624	1.166994615019112	1.8295926910980862
ENSMUSG00000109941	Exosc6	zygotic set	-0.41075739982584636	-0.4949499740018178	0.08526614505318798	-0.2177185430671701	0.03441578159205583	-0.2293316027980477	-0.0860394523575935	-1.182057508662278	-1.0367991244967267	-0.939683393503756	-0.6654592348211656	1.5511479041888114	0.9477411795447633	0.44487411764958035	0.6744270295577085	-1.182057508662278	-0.7004674596438889	-1.182057508662278	-1.182057508662278	0.8721223786970735	1.8213334919610378	1.8689761295537923	1.209132061367111
